id,title,description,category
271139,button clipped,button clipped,UI Bug
371135,OOM crash [ @ gfxImageSurface::gfxImageSurface ],OOM crash [ @ gfxImageSurface::gfxImageSurface ],Crash/Error
416956,"""Changing the default values"" in about:config warning doesn't make a whole lot of sense","""Changing the default values"" in about:config warning doesn't make a whole lot of sense",Configuration Error
404677,"""ASSERTION: Intrinsic ratio has a negative component!"" with negative-height element","""ASSERTION: Intrinsic ratio has a negative component!"" with negative-height element",Data Inconsistency
659956,Remove unused variable from nsOfflineCacheUpdate.cpp,Remove unused variable from nsOfflineCacheUpdate.cpp,Configuration Error
717488,"""ASSERTION: Uh, mDocument doesn't match the current inner window document!"" with nearNativeStackLimit, sync XHR","""ASSERTION: Uh, mDocument doesn't match the current inner window document!"" with nearNativeStackLimit, sync XHR",Data Inconsistency
714717,nsIdleService: timeout event doesn't fire regularly on non polling mode,nsIdleService: timeout event doesn't fire regularly on non polling mode,Performance Issue
343707,Add Restore Default Search Engines button to search manager,Add Restore Default Search Engines button to search manager,UI Bug
399478,Accessing the GMail Inbox page While Window-eyes is Running Crashes Firefox,Accessing the GMail Inbox page While Window-eyes is Running Crashes Firefox,Crash/Error
669403,Build both VC9 and VC10 exception-wrapping code,Build both VC9 and VC10 exception-wrapping code,Crash/Error
130113,eclipse (64-bit) crashes as soon as code complete is invoke (ctrl-space) in java files,eclipse (64-bit) crashes as soon as code complete is invoke (ctrl-space) in java files,Crash/Error
263977,ErrorParserManager difficulties managing MS Visual C++ compiler on Linux with Wine.,ErrorParserManager difficulties managing MS Visual C++ compiler on Linux with Wine.,UI Bug
415489,URL bar autocomplete slow since bug 414507,URL bar autocomplete slow since bug 414507,Performance Issue
656881,parser/htmlparser/tests/mochitest/file_bug534293-slow.sjs uses a timer that is at risk of getting garbage collected,parser/htmlparser/tests/mochitest/file_bug534293-slow.sjs uses a timer that is at risk of getting garbage collected,Performance Issue
361005,remove nsCRT::strdup from layout,remove nsCRT::strdup from layout,UI Bug
414902,Need smaller home button icon for Mac,Need smaller home button icon for Mac,UI Bug
396387,"Use the native GTK help arrow on CSS ""cursor: help""","Use the native GTK help arrow on CSS ""cursor: help""",UI Bug
384090,Wrong font sizes displayed on websites randomly,Wrong font sizes displayed on websites randomly,UI Bug
206178,RCP: null pointer referenced is not caught when registering an action ActionBarAdvisor,RCP: null pointer referenced is not caught when registering an action ActionBarAdvisor,Crash/Error
605420,SVG FELighting effects and others are not working (solid color),SVG FELighting effects and others are not working (solid color),UI Bug
503992,js_Int32ToId doesn't return JSVAL_INT ids when given negative numbers,js_Int32ToId doesn't return JSVAL_INT ids when given negative numbers,Data Inconsistency
647886,Pulling down Back/Forward menu requires an unnecessary delay,Pulling down Back/Forward menu requires an unnecessary delay,Performance Issue
191974,Concurrent modification exception,Concurrent modification exception,Crash/Error
470058,fix layout-debug chrome registration,fix layout-debug chrome registration,UI Bug
133563,Edit Source Lookup action available on non-existant config,Edit Source Lookup action available on non-existant config,Configuration Error
823953,Improve sync queue handling,Improve sync queue handling,Data Inconsistency
330762,crashes that run though spacklsp.dll and google destop [@ 0x00000000],crashes that run though spacklsp.dll and google destop [@ 0x00000000],Crash/Error
424701,"CSS bug for absolute position (top, left, right) align on html element that has a margin, padding or border","CSS bug for absolute position (top, left, right) align on html element that has a margin, padding or border",UI Bug
394588,Crash when changing font size as neowin renders.,Crash when changing font size as neowin renders.,UI Bug
821449,"{inc} Incremental layout of stretched, nested flex container, inner flex container is no longer stretched.","{inc} Incremental layout of stretched, nested flex container, inner flex container is no longer stretched.",UI Bug
744121,QObject::startTimer: QTimer cannot have a negative interval.,QObject::startTimer: QTimer cannot have a negative interval.,Data Inconsistency
433168,"[Fx3] Context menu is not showed if you right-click on a input, button or select element","[Fx3] Context menu is not showed if you right-click on a input, button or select element",UI Bug
141509,CDT indexer settings not restored on project import,CDT indexer settings not restored on project import,Configuration Error
342295,[templates] Template variable names can only contain ASCII characters,[templates] Template variable names can only contain ASCII characters,Configuration Error
372705,ctrl-w then save crashes composing new message [@ nsMsgCompose::ResetUrisForEmbeddedObjects 57b393a0],ctrl-w then save crashes composing new message [@ nsMsgCompose::ResetUrisForEmbeddedObjects 57b393a0],Crash/Error
586900,ERROR TEST-UNEXPECTED-FAIL | /tests/layout/base/tests/test_bug569520.html | Second listener should fire after first listener,ERROR TEST-UNEXPECTED-FAIL | /tests/layout/base/tests/test_bug569520.html | Second listener should fire after first listener,UI Bug
236630,Saving docx file will corrupt the file and produce OLE exception,Saving docx file will corrupt the file and produce OLE exception,Crash/Error
562452,Clicking the identity button when the location bar was focused shouldn't draw a focus ring,Clicking the identity button when the location bar was focused shouldn't draw a focus ring,UI Bug
155740,[Undo] - AdvancedValidationUserApprover accesses UI without using async/sync,[Undo] - AdvancedValidationUserApprover accesses UI without using async/sync,Data Inconsistency
481342,Adobe Flash loaded from view-source: protocol - network security policy bypass and localhost LSO reading/writing,Adobe Flash loaded from view-source: protocol - network security policy bypass and localhost LSO reading/writing,Security Vulnerability
494305,Still visual artifacts while seeking in some cases,Still visual artifacts while seeking in some cases,UI Bug
218203,[Intro] Customize button missing from Welcome home page,[Intro] Customize button missing from Welcome home page,UI Bug
543675,Assignment to undeclared variable eventItem,Assignment to undeclared variable eventItem,Configuration Error
395717,Moving bugs crashes Bugzilla due to unlock tables,Moving bugs crashes Bugzilla due to unlock tables,Crash/Error
562420,unused variable border in nsDisplayMathMLCharDebug::Paint,unused variable border in nsDisplayMathMLCharDebug::Paint,Configuration Error
249880,"Table.remove(int, int) very slow with large lists","Table.remove(int, int) very slow with large lists",Performance Issue
270954,Eclipse crashes when trying to print code with a scale different from 100%.,Eclipse crashes when trying to print code with a scale different from 100%.,Crash/Error
613000,Fennec OpenGL layer crashes [@ShadowBufferOGL::Upload] in WebM video playback and in WebGL.,Fennec OpenGL layer crashes [@ShadowBufferOGL::Upload] in WebM video playback and in WebGL.,Crash/Error
637200,GET-request to is removed from WebConsole,GET-request to is removed from WebConsole,Feature Request
577419,Yellow tinting on text when using certain values of CSS opacity and ClearType is enabled,Yellow tinting on text when using certain values of CSS opacity and ClearType is enabled,UI Bug
405740,Very slow scrolling on wikipedia pages,Very slow scrolling on wikipedia pages,Performance Issue
525527,TM: avoid uint16 in JSXML (slow and can interfere with conservative stack scanning),TM: avoid uint16 in JSXML (slow and can interfere with conservative stack scanning),Performance Issue
647885,"A background-position of ""0px"" gets translated to ""0% 0%"", breaking Javascript CSS parsing","A background-position of ""0px"" gets translated to ""0% 0%"", breaking Javascript CSS parsing",UI Bug
301780,"""add include"" feature places #include directive before header template.","""add include"" feature places #include directive before header template.",Feature Request
619637,[SECURITY] XSS via real_name field in user autocomplete,[SECURITY] XSS via real_name field in user autocomplete,Security Vulnerability
616811,CRs in aboutCacheEntry.css aboutCache.css LightweightThemeConsumer.jsm actions.dtd,CRs in aboutCacheEntry.css aboutCache.css LightweightThemeConsumer.jsm actions.dtd,UI Bug
741953,unable to render pdf,unable to render pdf,UI Bug
374083,Reference to .property crashes firefox,Reference to .property crashes firefox,Crash/Error
304684,Include codan feature into CDT 7.0 as optional,Include codan feature into CDT 7.0 as optional,Feature Request
812962,Intermittent browser_dbg_bug740825_conditional-breakpoints-02.js | an unexpected uncaught JS exception reported through window.onerror - ReferenceError: console is not defined,Intermittent browser_dbg_bug740825_conditional-breakpoints-02.js | an unexpected uncaught JS exception reported through window.onerror - ReferenceError: console is not defined,Crash/Error
381130,Small changes to line layout for new textframe,Small changes to line layout for new textframe,UI Bug
395642,"make clear button in Applications prefpane be ""x"" button inside search field","make clear button in Applications prefpane be ""x"" button inside search field",UI Bug
685141,csshtmltree.css & arrows.png are missing from aero theme,csshtmltree.css & arrows.png are missing from aero theme,UI Bug
136124,[content assist] Different result for the same completion request,[content assist] Different result for the same completion request,Feature Request
323529,non-minimum-sized GC arena pools have wrong alignment modulus,non-minimum-sized GC arena pools have wrong alignment modulus,UI Bug
379640,render to given CGContextRef in nsITheme DrawButton,render to given CGContextRef in nsITheme DrawButton,UI Bug
334463,"Variable ""cx"" tracked as NULL was passed to a function that dereferences it [@ ThrowJSException - nsJSObjWrapper::NP_SetProperty]","Variable ""cx"" tracked as NULL was passed to a function that dereferences it [@ ThrowJSException - nsJSObjWrapper::NP_SetProperty]",Configuration Error
514645,signal BUS (invalid address alignment) with SPARCV9 64bit Firefox,signal BUS (invalid address alignment) with SPARCV9 64bit Firefox,UI Bug
305004,The PathVariableSelectionDialog should not use 'Extend' to build path variable arguments,The PathVariableSelectionDialog should not use 'Extend' to build path variable arguments,Configuration Error
587843,"mochitest-plain: intermittent failure in test_mozLoadFrom.html | [Exception... ""Component returned failure code: 0x8007000e (NS_ERROR_OUT_OF_MEMORY) [nsIDOMHTMLVideoElement.mozLoadFrom]","mochitest-plain: intermittent failure in test_mozLoadFrom.html | [Exception... ""Component returned failure code: 0x8007000e (NS_ERROR_OUT_OF_MEMORY) [nsIDOMHTMLVideoElement.mozLoadFrom]",Crash/Error
135667,[Model Sync] Revision numbers do not appear for merge,[Model Sync] Revision numbers do not appear for merge,Data Inconsistency
210152,Refactoring script moving files between projects produces exception,Refactoring script moving files between projects produces exception,Crash/Error
127933,Need to the fix the start level specified in the config.ini,Need to the fix the start level specified in the config.ini,Configuration Error
173,Add bulk edit support,Add bulk edit support observed in production-like testing. Issue impacts normal workflow and requires investigation.,Feature Request
415030,Security check in js_ValueToFunctionObject uses the wrong principal,Security check in js_ValueToFunctionObject uses the wrong principal,Security Vulnerability
178403,Mock33: Trying to add a new build variable,Mock33: Trying to add a new build variable,Configuration Error
687070,Unused variable result in nsDisplaySelectionOverlay::Paint,Unused variable result in nsDisplaySelectionOverlay::Paint,Configuration Error
577843,Video scaling (up or down) is too slow,Video scaling (up or down) is too slow,Performance Issue
597301,CORS: Cross-domain PROPFIND XHR request for servers with Basic authentication does not work.,CORS: Cross-domain PROPFIND XHR request for servers with Basic authentication does not work.,Feature Request
463295,crash if geolocation timeout < 300ms,crash if geolocation timeout < 300ms,Performance Issue
124869,Scheduling Rule does not stop access,Scheduling Rule does not stop access,Feature Request
705983,config.use_system_prefs.accessibility should be true by default,config.use_system_prefs.accessibility should be true by default,Configuration Error
464620,"XSS with SessionStore after bug 463205, bug 463206, and bug 461743 are fixed","XSS with SessionStore after bug 463205, bug 463206, and bug 461743 are fixed",Security Vulnerability
614840,Intermittent failure in layout/reftests/svg/clipPath-and-shape-rendering-01.svg | image comparison (==),Intermittent failure in layout/reftests/svg/clipPath-and-shape-rendering-01.svg | image comparison (==),UI Bug
324031,"Frame injection spoofing with targets (bug 296850, 246448 returns - SA15601","Frame injection spoofing with targets (bug 296850, 246448 returns - SA15601",Security Vulnerability
650080,nsContentEventHandler.cpp:867: warning: unused variable 'pEventWidget',nsContentEventHandler.cpp:867: warning: unused variable 'pEventWidget',Configuration Error
126445,[Model Sync] Need to provide access to team content extension descriptors,[Model Sync] Need to provide access to team content extension descriptors,Data Inconsistency
649924,HTML5 Canvas slow/out of memory on Win7/64Bit,HTML5 Canvas slow/out of memory on Win7/64Bit,Performance Issue
463075,building xul app --with-libxul-sdk fails lacking nspr-config,building xul app --with-libxul-sdk fails lacking nspr-config,Configuration Error
205032,Eclipse crashes after a couple of hours,Eclipse crashes after a couple of hours,Crash/Error
596112,Malformed font leads to crash [@fnt_GC],Malformed font leads to crash [@fnt_GC],UI Bug
262791,Compilation slow when APT is enabled,Compilation slow when APT is enabled,Performance Issue
359142,[reflow branch] Layout not rendered properly in Yahoo Beta Mail,[reflow branch] Layout not rendered properly in Yahoo Beta Mail,UI Bug
321186,variable view change highlight incorrect,variable view change highlight incorrect,Configuration Error
325752,[call hierarchy] Widget is disposed exception when closing view,[call hierarchy] Widget is disposed exception when closing view,Crash/Error
490113,Clean up autoconfig button styles,Clean up autoconfig button styles,UI Bug
114,Delayed page rendering,Delayed page rendering observed in production-like testing. Issue impacts normal workflow and requires investigation.,Performance Issue
745802,JS OOM Testing: Crash/Signal 11 (no signature available),JS OOM Testing: Crash/Signal 11 (no signature available),Crash/Error
576174,"""ASSERTION: Losing track of existing primary frame"" on layout/xul/base/src/crashtests/432058-1.xul","""ASSERTION: Losing track of existing primary frame"" on layout/xul/base/src/crashtests/432058-1.xul",UI Bug
675470,array.splice edge case crashes Firefox,array.splice edge case crashes Firefox,Crash/Error
595194,CGL context creation crashes on Mac Tryserver,CGL context creation crashes on Mac Tryserver,Crash/Error
300211,[Sync View][Apply Patch] Use native Synchronize naming for actions,[Sync View][Apply Patch] Use native Synchronize naming for actions,Data Inconsistency
233347,Add simpleconfigurator to equinox feature,Add simpleconfigurator to equinox feature,Feature Request
630889,textarea.rows and textarea.cols should be unsigned long and limited to only non-negative numbers greater than zero,textarea.rows and textarea.cols should be unsigned long and limited to only non-negative numbers greater than zero,Data Inconsistency
788398,Remove unused variable 'rule' from CairoPathContext::DuplicateContextAndPath,Remove unused variable 'rule' from CairoPathContext::DuplicateContextAndPath,Configuration Error
580077,"test_smilRestart.xhtml | [SimpleTest/SimpleTest.js, window.onerror] An error occurred - uncaught exception: [Exception... ""An attempt was made to use an object that is not, or is no longer","test_smilRestart.xhtml | [SimpleTest/SimpleTest.js, window.onerror] An error occurred - uncaught exception: [Exception... ""An attempt was made to use an object that is not, or is no longer",Crash/Error
476934,JS_GC can dereference a NULL pointer (in a multi-threaded app using JS_ClearContextThread),JS_GC can dereference a NULL pointer (in a multi-threaded app using JS_ClearContextThread),Crash/Error
779331,Settings API: new permissions,Settings API: new permissions,Configuration Error
483370,Buttons on Security tab are broken when windows are already open,Buttons on Security tab are broken when windows are already open,Security Vulnerability
685234,"GCC 4.6 build warning: ""jsparse.cpp:8457:16: warning: variable 'afterComma' set but not used [-Wunused-but-set-variable]""","GCC 4.6 build warning: ""jsparse.cpp:8457:16: warning: variable 'afterComma' set but not used [-Wunused-but-set-variable]""",Configuration Error
355728,"XSS in the ""id"" parameter of showdependencygraph when ""doall"" is set","XSS in the ""id"" parameter of showdependencygraph when ""doall"" is set",Security Vulnerability
667461,Biolab disaster is slow with Azure enabled,Biolab disaster is slow with Azure enabled,Performance Issue
142878,Synchronize View missing 'Layout' and 'Show Change Sets',Synchronize View missing 'Layout' and 'Show Change Sets',UI Bug
450906,Firefox Trunk crashes when using the Leak Monitor Extension [@ NSGetModule + 6351],Firefox Trunk crashes when using the Leak Monitor Extension [@ NSGetModule + 6351],Crash/Error
588016,Avoid reporting OOM when background has not finished,Avoid reporting OOM when background has not finished,Crash/Error
339132,[Cocoa] GEF Thumbnail sync view broken in 3.7,[Cocoa] GEF Thumbnail sync view broken in 3.7,Data Inconsistency
410904,http_referer request not being sent with embedded flash,http_referer request not being sent with embedded flash,Feature Request
293812,Debug Exception in Error log when evaluating an expression in the GOTO tab which is not valid,Debug Exception in Error log when evaluating an expression in the GOTO tab which is not valid,Crash/Error
586544,"JM: Sync undefineds properly, or something","JM: Sync undefineds properly, or something",Data Inconsistency
597942,Malformed font leads to crash in Apple's ATSUI [@AppendOTFeaturesFromTable],Malformed font leads to crash in Apple's ATSUI [@AppendOTFeaturesFromTable],UI Bug
580214,"Security Advisory for Bugzilla 3.7.3, 3.6.2, 3.4.8 and 3.2.8","Security Advisory for Bugzilla 3.7.3, 3.6.2, 3.4.8 and 3.2.8",Security Vulnerability
506109,Message is marked as read after delay even after moving to another message,Message is marked as read after delay even after moving to another message,Performance Issue
653056,Figure out why Visual Studio PGO miscompiles JSDOUBLE_IS_NAN,Figure out why Visual Studio PGO miscompiles JSDOUBLE_IS_NAN,UI Bug
185055,New Keys preference page: Remove Delete button next to schema,New Keys preference page: Remove Delete button next to schema,UI Bug
360529,Arbitrary code execution using XSS hole and feed preview page,Arbitrary code execution using XSS hole and feed preview page,Security Vulnerability
556492,Browser crashes when using the tab-key in an xforms input-field inside a xf:repeat element,Browser crashes when using the tab-key in an xforms input-field inside a xf:repeat element,Crash/Error
322936,Add some more use of AttrValueIs to layout,Add some more use of AttrValueIs to layout,UI Bug
456147,"nsTextBoxFrame (XUL , , ) uses underline color for line-through","nsTextBoxFrame (XUL , , ) uses underline color for line-through",UI Bug
486003,disable ogg on windows ce until data alignment crash is fixed,disable ogg on windows ce until data alignment crash is fixed,UI Bug
802575,AppMenu button doesn't get added to Chat tab automatically,AppMenu button doesn't get added to Chat tab automatically,UI Bug
419769,nsIZipWriter crashes with a 0 length file and COMPRESSION_BEST,nsIZipWriter crashes with a 0 length file and COMPRESSION_BEST,Crash/Error
575597,Feedback button only appears when first feedback notification occurs,Feedback button only appears when first feedback notification occurs,UI Bug
404634,http urls don't render in TestGtkEmbed,http urls don't render in TestGtkEmbed,UI Bug
131607,[Change Sets] Need to add compare action to model sync,[Change Sets] Need to add compare action to model sync,Data Inconsistency
295112,Initial focus of PatchWizardDialog should be on the default button,Initial focus of PatchWizardDialog should be on the default button,UI Bug
318410,Invoking CDT Builder takes over 1 minute for managed project,Invoking CDT Builder takes over 1 minute for managed project,Performance Issue
404290,"the size of popup windows needs to be specified in css pixels, not device pixels","the size of popup windows needs to be specified in css pixels, not device pixels",UI Bug
346362,"document.evaluate(.., contextNode, ...) should raise an exception if document != contextNode.ownerDocument","document.evaluate(.., contextNode, ...) should raise an exception if document != contextNode.ownerDocument",Crash/Error
382428,Mail pane doesn't comply with gnome desktop theme settings.,Mail pane doesn't comply with gnome desktop theme settings.,Configuration Error
379878,Querying value of progress bar in downloads dialog reliably crashes Firefox,Querying value of progress bar in downloads dialog reliably crashes Firefox,Crash/Error
671132,if switching from icon+text to just text the text becomes misaligned,if switching from icon+text to just text the text becomes misaligned,UI Bug
494438,Graphics rendering is slow. Use OpenGL ES to accelerate cairo rendering.,Graphics rendering is slow. Use OpenGL ES to accelerate cairo rendering.,Performance Issue
480267,[@font-face] need to make font name unique across all documents,[@font-face] need to make font name unique across all documents,UI Bug
772717,FLash 11.3 crashes [@ F1942785704_____________________ ],FLash 11.3 crashes [@ F1942785704_____________________ ],Crash/Error
131559,[Pollish] Layout of marker filters dialog,[Pollish] Layout of marker filters dialog,UI Bug
235623,"Logical Structure in Variables view shows ""Exception occurred"" for HashMap","Logical Structure in Variables view shows ""Exception occurred"" for HashMap",Crash/Error
788039,detect libevent-2.0 via pkg-config,detect libevent-2.0 via pkg-config,Configuration Error
347403,Go button is smaller than the url bar,Go button is smaller than the url bar,UI Bug
743336,Settings API: Add service,Settings API: Add service,Configuration Error
354491,crash [@ 0x08ad8558 - nsIView::GetPosition] using visual event debugging,crash [@ 0x08ad8558 - nsIView::GetPosition] using visual event debugging,UI Bug
405137,Close button on tab has empty tooltip,Close button on tab has empty tooltip,UI Bug
359718,Page info : Security tab never shown.,Page info : Security tab never shown.,Security Vulnerability
670318,"Back button enabled but not working, drop down menu is empty","Back button enabled but not working, drop down menu is empty",UI Bug
777665,[b2g-bluetooth] hook up to settings API,[b2g-bluetooth] hook up to settings API,Configuration Error
134186,[Memory View] Workbench gets really slow after formatting to 1 byte per row,[Memory View] Workbench gets really slow after formatting to 1 byte per row,Performance Issue
776377,Native PDF font display,Native PDF font display,UI Bug
348984,'All Tabs' Menu Button misaligned with tabs on the Tabstrip,'All Tabs' Menu Button misaligned with tabs on the Tabstrip,UI Bug
643502,Telugu rendering goes bad if it does not have a font tag specified,Telugu rendering goes bad if it does not have a font tag specified,UI Bug
142,Timezone mismatch in reports,Timezone mismatch in reports observed in production-like testing. Issue impacts normal workflow and requires investigation.,Data Inconsistency
573013,Mozilla crashes the display driver when D2D is enabled,Mozilla crashes the display driver when D2D is enabled,Crash/Error
472585,Workers: 'importScripts()' with no args throws an exception against spec,Workers: 'importScripts()' with no args throws an exception against spec,Crash/Error
349726,typo3 crashes Firefox in libeditor (@nsHTMLCSSUtils::GetDefaultViewCSS),typo3 crashes Firefox in libeditor (@nsHTMLCSSUtils::GetDefaultViewCSS),Crash/Error
756600,IonMonkey: OOM Testing: Crash/Signal 6 (no signature available),IonMonkey: OOM Testing: Crash/Signal 6 (no signature available),Crash/Error
659338,"layout/xul/base/test/test_resizer.xul needs to move to mochitest-chrome, but fails on osx and winxp","layout/xul/base/test/test_resizer.xul needs to move to mochitest-chrome, but fails on osx and winxp",UI Bug
759008,LIBOBJS in config/rules.mk is unused,LIBOBJS in config/rules.mk is unused,Configuration Error
419348,build config fixes for profile-guided optimization on mac,build config fixes for profile-guided optimization on mac,Configuration Error
360034,Version/config bumps for Fx 1509,Version/config bumps for Fx 1509,Configuration Error
340478,Variables/Registers/Expressions view refresh button enable/disable state gets messed up if the view is pinned,Variables/Registers/Expressions view refresh button enable/disable state gets messed up if the view is pinned,UI Bug
695677,Intermittent REFTEST TEST-UNEXPECTED-FAIL | layout/reftests/svg/as-image/svg-image-script-2.svg | image comparison (==),Intermittent REFTEST TEST-UNEXPECTED-FAIL | layout/reftests/svg/as-image/svg-image-script-2.svg | image comparison (==),UI Bug
460979,No display crashes in nsIdleServiceGTK.cpp,No display crashes in nsIdleServiceGTK.cpp,Crash/Error
429436,Update OS/2 README.txt. (Workplace Sans font site was moved.),Update OS/2 README.txt. (Workplace Sans font site was moved.),UI Bug
277057,[launch][jtag] Handler of Variables button near GDB command field should check dialog result,[launch][jtag] Handler of Variables button near GDB command field should check dialog result,UI Bug
280516,[browser] Execue / evaluate crashes with out of memory error,[browser] Execue / evaluate crashes with out of memory error,Crash/Error
618832,"spike in crashes [@ nsIFrame::InvalidateWithFlags(nsRect const&, unsigned int) ]","spike in crashes [@ nsIFrame::InvalidateWithFlags(nsRect const&, unsigned int) ]",Crash/Error
274269,[tostring] 'Configure...' button is clipped at the bottom,[tostring] 'Configure...' button is clipped at the bottom,UI Bug
48,Missing API key,Missing API key observed in production-like testing. Issue impacts normal workflow and requires investigation.,Configuration Error
271785,Migrate compilation error/uncaught exception handling to breakpoint listener extensions,Migrate compilation error/uncaught exception handling to breakpoint listener extensions,Crash/Error
362685,Growl Integration for Mac OS X (nsIAlertsService),Growl Integration for Mac OS X (nsIAlertsService),Integration Failure
406335,Software Update for portable or secondary Firefox install overwrites primary install's registry settings,Software Update for portable or secondary Firefox install overwrites primary install's registry settings,Configuration Error
261854,adding/removing TreeItems can be very slow,adding/removing TreeItems can be very slow,Performance Issue
489948,Loading standblog.org crashes [@ libobjc.A.dylib@0x15688 ],Loading standblog.org crashes [@ libobjc.A.dylib@0x15688 ],Crash/Error
690316,Disable the what's new tab for users updating to minor/security release versions,Disable the what's new tab for users updating to minor/security release versions,Security Vulnerability
619433,[meta] TypeInference browser integration,[meta] TypeInference browser integration,Integration Failure
424678,Minimum font size None doesn't work.,Minimum font size None doesn't work.,UI Bug
540640,[10.5] Crashes [@ libclient.dylib@0x119b59] [@ libclient.dylib@0x1192e9] [@ libclient.dylib@0x119289] triggered by bad interaction between JEP and Silverlight -- probable Apple bug,[10.5] Crashes [@ libclient.dylib@0x119b59] [@ libclient.dylib@0x1192e9] [@ libclient.dylib@0x119289] triggered by bad interaction between JEP and Silverlight -- probable Apple bug,Crash/Error
352174,need font-family resolver,need font-family resolver,UI Bug
337747,config.cgi fails with an SQL error in Bugzilla::Keyword with no keywords defined,config.cgi fails with an SQL error in Bugzilla::Keyword with no keywords defined,Configuration Error
269924,SWT Text Control getCaretLocation returns NULL pointer exception in TextContentAdaptor using CancelableContentProposalAdapter,SWT Text Control getCaretLocation returns NULL pointer exception in TextContentAdaptor using CancelableContentProposalAdapter,Crash/Error
515769,[faceted search][vista] new searchbox needs some css love,[faceted search][vista] new searchbox needs some css love,UI Bug
181411,DBCS3.3: variable casting failure,DBCS3.3: variable casting failure,Configuration Error
686421,Printing email crashes Thunderbird,Printing email crashes Thunderbird,Crash/Error
546643,[HTML5] security/ssl/mixedcontent/test_bug521461.html fails,[HTML5] security/ssl/mixedcontent/test_bug521461.html fails,Security Vulnerability
178352,[Webapp] Sync with toc doesnt work with anchors,[Webapp] Sync with toc doesnt work with anchors,Data Inconsistency
216777,[detail panes] widget disposed exception,[detail panes] widget disposed exception,Crash/Error
603605,appmenu_bookmarkThisPage is indented in the bookmarks button menu,appmenu_bookmarkThisPage is indented in the bookmarks button menu,UI Bug
353227,"Bug 352704 seems to have caused new crashes, [@ nsSubstring::IsDependentOn], [@ PL_DHashTableEnumerate]","Bug 352704 seems to have caused new crashes, [@ nsSubstring::IsDependentOn], [@ PL_DHashTableEnumerate]",Crash/Error
697990,fTexSubImage2D row by row is too slow,fTexSubImage2D row by row is too slow,Performance Issue
590418,Tests in layout/reftests/css-placeholder/ failing for unknown reason,Tests in layout/reftests/css-placeholder/ failing for unknown reason,UI Bug
483383,The accesskey for the More/Less button in Library is not correctly set,The accesskey for the More/Less button in Library is not correctly set,UI Bug
415352,"Minefield crashes at gfxTextRun::ComputeLigatureData(unsigned int, unsigned int, gfxTextRun::PropertyProvider*)","Minefield crashes at gfxTextRun::ComputeLigatureData(unsigned int, unsigned int, gfxTextRun::PropertyProvider*)",Crash/Error
418538,Enable color management support by default,Enable color management support by default,UI Bug
467146,font-size text attribute should be exposed in pt units,font-size text attribute should be exposed in pt units,UI Bug
631797,tabmail.css should use moz-icon://stock/gtk-file instead of folder-item.png,tabmail.css should use moz-icon://stock/gtk-file instead of folder-item.png,UI Bug
713369,Between 30 min-1hr Firefox crashes when it is using WEB GL on Google Maps.,Between 30 min-1hr Firefox crashes when it is using WEB GL on Google Maps.,Crash/Error
588920,CORS: simple POST request (application/x-www-form-urlencoded) is incorrectly getting preflighted,CORS: simple POST request (application/x-www-form-urlencoded) is incorrectly getting preflighted,Feature Request
416534,Clean up cross-site XHR security checks,Clean up cross-site XHR security checks,Security Vulnerability
729878,[New Tab Page] Implement new layout,[New Tab Page] Implement new layout,UI Bug
178264,sash settings not persisted in eval popups,sash settings not persisted in eval popups,Configuration Error
419370,allow single face font families via pref,allow single face font families via pref,UI Bug
343594,"Native DOM methods can be hijacked across domain security boundaries, allowing cross-domain scripting","Native DOM methods can be hijacked across domain security boundaries, allowing cross-domain scripting",Security Vulnerability
281348,Eclipse Galileo crashes under Japanese version of Windows XP,Eclipse Galileo crashes under Japanese version of Windows XP,Crash/Error
505217,test_videocontrols.html and test_videocontrols_video_direction.html failures with NS_ERROR_XPC_BAD_OP_ON_WN_PROTO exception,test_videocontrols.html and test_videocontrols_video_direction.html failures with NS_ERROR_XPC_BAD_OP_ON_WN_PROTO exception,Crash/Error
545583,Intermittent timeout in browser_allTabsPanel.js,Intermittent timeout in browser_allTabsPanel.js,Performance Issue
270446,"""Compute launch button tooltip"" error","""Compute launch button tooltip"" error",UI Bug
448658,"nsUrlClassifierDBService has bad alignment, causes SIGBUS","nsUrlClassifierDBService has bad alignment, causes SIGBUS",UI Bug
502906,refactor font classes to support new types of fonts and shapers,refactor font classes to support new types of fonts and shapers,UI Bug
606173,Firefox crashes [@ xpc::ResolveNativeProperty ],Firefox crashes [@ xpc::ResolveNativeProperty ],Crash/Error
235781,[compiler] difference to javac in definite unassignment analysis involving an exception within a constructor,[compiler] difference to javac in definite unassignment analysis involving an exception within a constructor,Crash/Error
2,Database connection timeout during load spike,"The backend log shows multiple connection timeout errors during high traffic periods, causing 500 Internal Server Errors.",Performance Issue
350210,back button dropmarker highlight not reacting to mouseOut,back button dropmarker highlight not reacting to mouseOut,UI Bug
654618,"nptest.cpp build warnings: ""converting to non-pointer type 'uint32_t' from NULL"", ""unused variable 'err'"", & 3x"" converting to non-pointer type 'char' from NULL""","nptest.cpp build warnings: ""converting to non-pointer type 'uint32_t' from NULL"", ""unused variable 'err'"", & 3x"" converting to non-pointer type 'char' from NULL""",Configuration Error
231821,[Webapp] Background color in Search scope pages is gray,[Webapp] Background color in Search scope pages is gray,UI Bug
515191,SQL Injection via Bug.search,SQL Injection via Bug.search,Security Vulnerability
